-.024376,.766849,.490374
-.030237,.765888,.484824
-.024226,.764192,.482729
-.028991,.76769,.490396
-.019832,.767208,.485565
.022867,.766479,.48947
.017538,.767429,.486005
.021741,.76464,.483893
.027606,.765189,.483997
.027584,.767545,.489541
-.034628,.765856,.478444
-.029717,.762144,.477732
-.018431,.766279,.478408
.016926,.765416,.47813
.022924,.76283,.479402
.02783,.761899,.477256
.032564,.765728,.478668
-.038286,.766946,.472443
-.034667,.761763,.472719
-.02363,.761065,.473071
-.017608,.764714,.472377
-.013598,.767629,.474044
.022157,.761018,.473831
.032747,.761665,.472699
.036096,.766256,.472934
-.030281,.759229,.472144
.027791,.758998,.471608
-.038266,.76201,.467784
-.041047,.766503,.465875
-.018552,.762734,.46776
-.021302,.760092,.466591
-.013257,.764101,.466154
-.008872,.766723,.475912
-.008091,.758021,.453144
-.001164,.765864,.480544
.006464,.756451,.450801
.006681,.765936,.476362
.011263,.764833,.470475
.016927,.761995,.468334
.036411,.762056,.467858
.039312,.767756,.46628
-.035082,.758606,.467143
-.029158,.756985,.466717
-.024342,.758228,.467349
.022233,.758577,.467191
.027821,.756597,.465733
.033234,.758564,.467025
-.040893,.760826,.460942
-.043485,.766299,.460728
-.01826,.760213,.45965
.011884,.761364,.460981
.016786,.759972,.460923
.03905,.760987,.461024
.041307,.766031,.461458
-.035335,.755661,.460797
-.029435,.754475,.460121
-.024239,.756957,.462314
.022148,.75665,.460558
.027522,.754383,.459793
.033507,.755575,.460554
-.045081,.764676,.455619
-.044008,.760305,.454724
-.012501,.760695,.456404
.011988,.759252,.454154
.016711,.757682,.452226
.043219,.766645,.456594
.04218,.760562,.454786
-.041553,.75459,.450779
-.024098,.75438,.452473
.02205,.754097,.451541
.03973,.754414,.450251
-.034828,.752569,.455364
-.030374,.751687,.45351
.027683,.752051,.454212
.032461,.751943,.453791
-.046359,.760403,.449091
-.047422,.766001,.450049
-.013832,.75862,.44931
.044579,.760845,.449078
.046279,.767772,.448692
-.001631,.755189,.450468
-.035643,.749846,.448135
.027757,.748872,.443456
.034451,.748447,.444267
-.049201,.761331,.442929
-.050337,.766175,.44184
.047317,.761678,.443185
.048643,.766051,.441316
-.048093,.755218,.439082
-.018673,.757175,.447652
-.020738,.75446,.443752
.012373,.756511,.445589
.016915,.755912,.446269
.04615,.755213,.439255
-.041649,.748544,.439911
-.029886,.748363,.44199
.039755,.747936,.438149
-.036359,.746706,.440495
-.017971,.75516,.440274
-.012598,.754899,.439806
.011835,.753106,.437702
.01661,.754243,.44044
-.047324,.748957,.431613
-.022804,.750153,.434581
-.007422,.751288,.437795
-.000732,.74812,.435199
.020716,.750287,.436282
.045422,.748765,.431119
.033646,.744504,.43327
-.052619,.761013,.431827
.050126,.761024,.43371
-.051883,.75488,.429322
-.017367,.753338,.434323
.049919,.754889,.429672
-.013193,.752097,.433144
.01636,.752243,.434275
-.04153,.74468,.431408
-.035977,.743073,.42921
.00627,.745981,.429639
.039006,.743236,.427512
.053701,.760727,.421309
.052134,.769266,.430158
-.052433,.749604,.421106
-.017798,.750814,.428856
-.02073,.748974,.427554
-.012647,.748511,.428083
.015677,.748652,.428429
.050619,.749564,.42099
-.047154,.744133,.42208
-.028133,.74309,.423739
-.023149,.746812,.42596
-.006702,.744793,.427541
-.000623,.742407,.425987
.021967,.746603,.428305
.027301,.742463,.424238
.045274,.743532,.420382
-.054196,.76973,.429452
-.055585,.76051,.421119
-.05455,.754827,.421751
.052703,.754845,.421815
-.018278,.747184,.423529
-.022528,.743257,.420337
-.012462,.743289,.422261
.011544,.743138,.422569
.017099,.745497,.422746
.021104,.742568,.420751
-.042065,.741575,.422473
-.006339,.738462,.420848
.000105,.737103,.420439
.005329,.739258,.421664
.032928,.740854,.422608
-.056137,.754398,.415393
.054306,.754306,.415363
-.054985,.749403,.413801
.053205,.749286,.413694
-.052164,.744062,.411074
-.017422,.742422,.419512
.015713,.742009,.419812
.050765,.744208,.410658
-.046273,.741042,.415866
-.041215,.739358,.416616
-.034743,.737702,.415906
-.028606,.737323,.415615
-.024254,.738759,.416825
-.0185,.737525,.41678
-.012725,.73832,.418733
.01086,.738266,.419121
.01587,.737022,.417143
.022325,.737101,.416225
.028538,.738185,.416796
.034131,.737592,.415878
.040087,.739449,.416539
-.010216,.732156,.415805
-.00141,.731479,.416398
.007246,.732485,.416427
.057059,.770469,.410542
.056578,.759962,.409252
-.058405,.760135,.409478
-.057842,.75143,.404941
.055982,.750331,.404188
-.046656,.738868,.409748
-.041254,.735921,.410109
.038767,.735935,.410977
.04452,.738347,.409674
-.035264,.731066,.408756
-.029423,.731615,.411805
-.022407,.732327,.413809
.017013,.731724,.414397
.022105,.731806,.413465
.027355,.732269,.412377
.033551,.731275,.408983
-.029413,.72335,.406242
-.023933,.725729,.409854
-.015459,.725087,.410957
-.005271,.725927,.41268
.005314,.725171,.412043
.014803,.72634,.411975
.021707,.726572,.410637
.027798,.723964,.406618
.060235,.762906,.393988
-.055809,.743849,.40082
.05325,.743084,.402417
-.051641,.740026,.40427
-.047383,.735886,.403773
.049824,.73992,.404359
.046332,.735884,.403028
-.041729,.729892,.403265
.040402,.731313,.404327
-.036076,.723021,.402476
.034704,.723645,.402598
-.019728,.716929,.404271
-.001265,.716395,.405322
.018004,.718295,.405313
-.062126,.764975,.396914
-.061045,.751231,.391983
.058938,.750919,.393371
.056425,.743889,.392376
-.052546,.736998,.395983
.050745,.737087,.396447
-.047187,.731229,.397992
.045479,.731173,.397936
-.044152,.726525,.398029
.041049,.722927,.39686
-.040708,.72125,.39769
-.034743,.715059,.398042
.026572,.712103,.399361
.03346,.715779,.398239
-.025761,.708601,.397935
-.007316,.705832,.398795
.014322,.705538,.398213
.026491,.69809,.392805
.032959,.703516,.392366
-.033977,.70335,.392325
-.023074,.692952,.392071
-.014185,.697863,.39517
.003773,.696187,.395179
.014919,.696715,.394796
.021061,.693524,.392658
-.006908,.687813,.392152
.015608,.689439,.392111
.005848,.686218,.391786
-.058592,.742521,.387851
-.049992,.731252,.393103
.048357,.731416,.393103
-.046805,.723965,.392426
.046209,.725371,.391883
.044816,.713543,.386735
-.040526,.711358,.391891
.038285,.710153,.391897
-.040779,.69943,.386432
-.047188,.712981,.385459
.038908,.69785,.386112
-.033651,.690578,.387925
.032508,.68724,.386754
.022515,.685865,.390181
.026768,.687599,.3895
-.023726,.680917,.388553
-.029474,.678423,.386222
-.014793,.68093,.389752
.014797,.679668,.389472
.021091,.681159,.38915
.026783,.678758,.386741
-.023531,.672871,.386092
-.011835,.671287,.386617
.002401,.676515,.38885
.021178,.675075,.387146
-.063251,.760152,.387776
-.064296,.767325,.387953
.006464,.669701,.386416
.015401,.670313,.386359
-.063165,.755296,.384543
.061167,.754622,.384473
.060522,.749074,.378733
-.055624,.736685,.38659
.054342,.737266,.386095
-.05211,.730229,.38735
.050461,.730269,.387258
-.049738,.721732,.386483
.048097,.721862,.386398
-.046764,.69896,.379877
-.049663,.709439,.379981
.044817,.697874,.379778
.047617,.709555,.380593
-.041401,.683211,.380492
.039247,.675578,.378095
-.034792,.672932,.382151
.032085,.672318,.38257
-.064161,.762391,.381747
-.02831,.669341,.383923
.023105,.669199,.385019
.027701,.669822,.383965
-.029171,.661397,.380842
-.017009,.662202,.383128
.009805,.663188,.384102
.020662,.663601,.383662
.026983,.661618,.381285
-.062322,.74885,.380838
-.022234,.654094,.380031
