Id,NSize,LensAverage,LabelAverage
1.000000,393.000000,18.231015,2991.104326
2.000000,573.000000,18.394307,2914.624782
3.000000,664.000000,18.579295,2922.531627
4.000000,752.000000,18.771440,2893.585106
5.000000,754.000000,18.946645,2906.135279
6.000000,637.000000,19.130669,2915.059655
7.000000,265.000000,19.325259,2910.521495
8.000000,270.000000,19.325259,2910.521495
9.000000,262.000000,19.517799,2970.596273
10.000000,221.000000,19.517799,2970.596273
11.000000,234.000000,19.712348,2925.107930
12.000000,220.000000,19.712348,2925.107930
13.000000,242.000000,19.910010,2915.070362
14.000000,227.000000,19.910010,2915.070362
15.000000,239.000000,20.089467,2947.926160
16.000000,235.000000,20.089467,2947.926160
17.000000,239.000000,20.294301,2882.983368
18.000000,242.000000,20.294301,2882.983368
19.000000,254.000000,20.476998,2870.759921
20.000000,250.000000,20.476998,2870.759921
21.000000,274.000000,20.674862,2901.301471
22.000000,270.000000,20.674862,2901.301471
23.000000,361.000000,20.867313,2927.168421
24.000000,304.000000,20.867313,2927.168421
25.000000,745.000000,21.043785,2959.555705
26.000000,718.000000,21.227844,3030.908078
27.000000,670.000000,21.420391,3031.850746
28.000000,573.000000,21.597101,2929.267016
29.000000,389.000000,21.770715,2946.231362
