Id,NSize,LensAverage,LabelAverage
1.000000,4125.000000,-0.411660,18450.665212
2.000000,4725.000000,-0.353196,23935.962328
3.000000,5236.000000,-0.296179,27623.165775
4.000000,3336.000000,-0.258403,26402.573441
5.000000,1027.000000,-0.180912,13755.273612
6.000000,938.000000,-0.114232,13639.415778
7.000000,981.000000,-0.053497,13652.454638
8.000000,1405.000000,0.020060,14705.653381
9.000000,1.000000,0.089246,18952.832564
10.000000,3898.000000,0.089246,18952.832564
11.000000,1.000000,0.089246,18952.832564
12.000000,247.000000,0.132857,22447.647398
13.000000,5751.000000,0.132857,22447.647398
14.000000,247.000000,0.132857,22447.647398
15.000000,658.000000,0.192422,24680.536059
16.000000,6144.000000,0.192422,24680.536059
17.000000,658.000000,0.192422,24680.536059
18.000000,1142.000000,0.240568,23163.467399
19.000000,4357.000000,0.240568,23163.467399
20.000000,1142.000000,0.240568,23163.467399
21.000000,4662.000000,0.308550,20602.043329
22.000000,3434.000000,0.361377,20394.253058
23.000000,71.000000,0.448237,19621.161900
24.000000,4370.000000,0.448237,19621.161900
25.000000,2023.000000,0.494034,19892.130320
26.000000,4791.000000,0.494034,19892.130320
27.000000,11.000000,0.556465,19693.665181
28.000000,16.000000,0.556465,19693.665181
29.000000,11.000000,0.556465,19693.665181
30.000000,16.000000,0.556465,19693.665181
31.000000,16.000000,0.556465,19693.665181
32.000000,16.000000,0.556465,19693.665181
33.000000,16.000000,0.556465,19693.665181
34.000000,16.000000,0.556465,19693.665181
35.000000,7961.000000,0.556465,19693.665181
36.000000,6524.000000,0.600389,19284.446045
37.000000,1886.000000,0.639257,19316.120879
38.000000,149.000000,0.639257,19316.120879
39.000000,149.000000,0.639257,19316.120879
40.000000,192.000000,0.743354,21160.997396
41.000000,192.000000,0.743354,21160.997396
