"id","sentiment"
"0_10",0.613065326633
"0_2",0.496044579332
"10000_4",0.471466242102
"10000_7",0.703467834221
"10001_1",0.463505647047
"10001_9",0.642967311807
"10002_3",0.567142643913
"10002_8",0.611721976218
"10003_3",0.58480521419
"10003_8",0.654012637445
"10004_2",0.551271207523
"10004_9",0.691278173043
"10005_2",0.591571719986
"10005_8",0.627941688641
"10006_2",0.49072093139
"10006_7",0.604457933231
"10007_10",0.625454002687
"10007_4",0.535698293447
"10008_4",0.580924424101
"10008_8",0.669535797801
"10009_10",0.635305239067
"10009_3",0.525598288472
"1000_3",0.560774167869
"1000_9",0.60067665058
"10010_2",0.542365291806
"10010_9",0.697298373053
"10011_1",0.529976615752
"10011_9",0.612070252251
"10012_1",0.455395790835
"10012_9",0.582466789393
"10013_4",0.572366784417
"10013_9",0.636648589482
"10014_2",0.546594357928
"10014_7",0.63620080601
"10015_4",0.582516543112
"10015_8",0.609731827454
"10016_3",0.526493855416
"10016_8",0.657395890343
"10017_1",0.575352007563
"10017_8",0.60560226877
"10018_1",0.590128862132
"10018_8",0.552664311657
"10019_1",0.440171152794
"10019_8",0.648688989502
"1001_10",0.663465844072
"1001_4",0.400368177521
"10020_1",0.50271157769
"10020_8",0.618587989452
"10021_3",0.528832280213
"10021_9",0.604955470421
"10022_10",0.657097368028
"10022_4",0.458530275138
"10023_4",0.580277625753
"10023_8",0.593313100154
"10024_3",0.377431713021
"10024_9",0.55853525051
"10025_2",0.457535200756
"10025_8",0.628240210956
"10026_10",0.754415642569
"10026_3",0.53554903229
"10027_1",0.54047465048
"10027_8",0.625105726653
"10028_10",0.652121996119
"10028_3",0.500970197522
"10029_1",0.333001641873
"10029_10",0.629583561371
"1002_3",0.548086969501
"1002_9",0.60067665058
"10030_3",0.508084979352
"10030_7",0.641723468829
"10031_2",0.521617990945
"10031_8",0.635703268819
"10032_1",0.458729290014
"10032_8",0.631225434101
"10033_1",0.514851485149
"10033_8",0.618189959699
"10034_1",0.520573162844
"10034_9",0.643962386188
"10035_1",0.508831285139
"10035_10",0.635852529977
"10036_1",0.517239663665
"10036_10",0.655107219265
"10037_1",0.550176625703
"10037_7",0.711478182994
"10038_4",0.447285934624
"10038_7",0.547390417434
"10039_1",0.444499726355
"10039_8",0.582317528235
"1003_4",0.604059903478
"1003_8",0.607890939848
"10040_10",0.628140703518
"10040_2",0.55306234141
"10041_1",0.29100950296
"10041_8",0.588934772874
"10042_1",0.541519478581
"10042_8",0.644559430817
"10043_1",0.56400815961
"10043_10",0.62689686054
"10044_2",0.532514055426
"10044_8",0.665804268869
"10045_1",0.524105676899
"10045_7",0.678491467237
"10046_10",0.586845116672
"10046_4",0.575700283596
"10047_1",0.490123886761
"10047_10",0.661326434151
"10048_1",0.538733270312
"10048_8",0.624458928305
"10049_1",0.515796805811
"10049_8",0.701975222648
"1004_10",0.812826508782
"1004_4",0.580775162943
"10050_4",0.651226429176
"10050_8",0.621274690283
"10051_2",0.541917508334
"10051_8",0.675755012687
"10052_4",0.465694810687
"10052_7",0.668341708543
"10053_10",0.644459923379
"10053_4",0.574655455495
"10054_3",0.585651027414
"10054_7",0.666053037465
"10055_1",0.547191402557
"10055_10",0.636947111797
"10056_1",0.55634608687
"10056_8",0.621921488631
"10057_1",0.560575152993
"10057_8",0.638190954774
"10058_2",0.554952982735
"10058_8",0.633514105179
"10059_1",0.569779591024
"10059_10",0.594059405941
"1005_2",0.519080551271
"1005_7",0.599432807602
"10060_10",0.630130852281
"10060_3",0.49181551321
"10061_10",0.61545350515
"10061_4",0.564505696801
"10062_4",0.545897805861
"10062_9",0.563411114981
"10063_1",0.52077217772
"10063_10",0.611970744813
"10064_10",0.622220010946
"10064_2",0.575650529877
"10065_1",0.45569431315
"10065_8",0.631026419225
"10066_1",0.57878501418
"10066_7",0.577889447236
"10067_4",0.426737648639
"10067_7",0.628787501866
"10068_3",0.505149509926
"10068_8",0.714811682173
"10069_10",0.647196377929
"10069_3",0.499776108264
"1006_3",0.491218468581
"1006_8",0.592218518334
"10070_10",0.614508184487
"10070_3",0.521418976068
"10071_2",0.56291357779
"10071_8",0.739240758247
"10072_1",0.523409124832
"10072_10",0.655803771332
"10073_3",0.567441166227
"10073_7",0.553261356286
"10074_3",0.56291357779
"10074_7",0.632568784517
"10075_10",0.640877655605
"10075_3",0.474202696652
"10076_10",0.656550077118
"10076_3",0.473406637146
"10077_3",0.484053933031
"10077_7",0.599830837355
"10078_10",0.631673217573
"10078_3",0.5196775959
"10079_1",0.513756903329
"10079_10",0.60993084233
"1007_4",0.520473655406
"1007_9",0.58316334146
"10080_1",0.49893029504
"10080_10",0.703219065625
"10081_1",0.545599283546
"10081_10",0.54813672322
"10082_1",0.46445096771
"10082_8",0.612319020847
"10083_10",0.65535598786
"10083_2",0.556445594308
"10084_10",0.625155480372
"10084_3",0.535350017414
"10085_10",0.615005721678
"10085_2",0.492263296681
"10086_1",0.555948057117
"10086_10",0.577043634012
"10087_1",0.527140653764
"10087_7",0.642021991144
"10088_1",0.52131946863
"10088_8",0.630976665506
"10089_1",0.558883526544
"10089_9",0.752276232648
"1008_10",0.573063336484
"1008_2",0.564455943082
"10090_10",0.649733817603
"10090_3",0.542017015772
"10091_1",0.51092094134
"10091_10",0.567640181104
"10092_4",0.502512562814
"10092_8",0.608388477039
"10093_1",0.546544604209
"10093_10",0.656948106871
"10094_4",0.514154933081
"10094_9",0.710234340017
"10095_3",0.560823921588
"10095_9",0.60560226877
"10096_1",0.469973630529
"10096_9",0.704462908602
"10097_10",0.657943181253
"10097_2",0.517737200856
"10098_1",0.552564804219
"10098_9",0.613960893577
"10099_4",0.554206676949
"10099_9",0.609035275387
"1009_3",0.53664361411
"1009_8",0.623364346485
"100_10",0.629931837405
"100_4",0.535101248818
"10100_10",0.653017563063
"10100_3",0.602567291905
"10101_4",0.538036718245
"10101_9",0.71391611523
"10102_2",0.4857953132
"10102_8",0.651773720086
"10103_1",0.469227324743
"10103_9",0.619632817553
"10104_1",0.466988407383
"10104_10",0.642569282054
"10105_3",0.404398228768
"10105_8",0.73575799791
"10106_1",0.490571670232
"10106_10",0.506244091746
"10107_2",0.506492860341
"10107_9",0.632817553112
"10108_1",0.536593860391
"10108_8",0.661475695308
"10109_1",0.50002487686
"10109_10",0.744315637594
"1010_1",0.538384994278
"1010_9",0.6903826061
"10110_1",0.475595800786
"10110_10",0.624259913429
"10111_1",0.427633215583
"10111_10",0.631324941539
"10112_1",0.462361311508
"10112_10",0.732822528484
"10113_1",0.496492362804
"10113_9",0.651674212647
"10114_2",0.50161699587
"10114_8",0.61157271506
"10115_1",0.481665754515
"10115_8",0.601174187771
"10116_1",0.479327329718
"10116_10",0.603263843972
"10117_1",0.469824369372
"10117_9",0.596547091895
"10118_1",0.428578536246
"10118_8",0.734514154933
"10119_1",0.526891885168
"10119_10",0.638588984527
"1011_4",0.554853475297
"1011_8",0.618388974576
"10120_1",0.430966714762
"10120_10",0.605154485298
"10121_1",0.49838300413
"10121_10",0.643564356436
"10122_10",0.622468779541
"10122_2",0.558286481915
"10123_10",0.611672222499
"10123_4",0.547838200906
"10124_3",0.592168764615
"10124_8",0.771033384746
"10125_4",0.56510274143
"10125_8",0.595353002637
"10126_4",0.564654957958
"10126_9",0.647843176277
"10127_10",0.62744415145
"10127_2",0.502562316533
"10128_1",0.542564306682
"10128_10",0.649286034131
"10129_10",0.60555251505
"10129_2",0.490372655356
"1012_1",0.560226876959
"1012_8",0.510025374397
"10130_2",0.549281058759
"10130_8",0.677496392855
"10131_3",0.582218020797
"10131_7",0.732175730136
"10132_10",0.597691427434
"10132_3",0.544554455446
"10133_4",0.444002189164
"10133_8",0.636051544853
"10134_4",0.545201253794
"10134_7",0.656550077118
"10135_3",0.449176575949
"10135_8",0.762774267376
"10136_1",0.427732723021
"10136_10",0.604855962983
"10137_10",0.62361311508
"10137_2",0.564306681924
"10138_10",0.589929847256
"10138_2",0.509229314891
"10139_1",0.533459376088
"10139_10",0.572814567889
"1013_1",0.580078610876
"1013_7",0.578138215832
"10140_1",0.54649485049
"10140_10",0.633016567988
"10141_1",0.567888949699
"10141_8",0.586347579482
"10142_10",0.613562863824
"10142_3",0.53719090502
"10143_3",0.465396288373
"10143_9",0.629583561371
"10144_1",0.562863824071
"10144_8",0.6794367879
"10145_1",0.51365739589
"10145_8",0.631076172944
"10146_1",0.578088462113
"10146_10",0.677396885417
"10147_1",0.343648937758
"10147_7",0.60560226877
"10148_1",0.549032290164
"10148_10",0.688889994527
"10149_1",0.483506642121
"10149_9",0.644857953132
"1014_4",0.507935718195
"1014_8",0.565948554654
"10150_2",0.545251007513
"10150_8",0.693765858998
"10151_1",0.567441166227
"10151_8",0.624060898552
"10152_1",0.489278073536
"10152_9",0.615204736554
"10153_1",0.554853475297
"10153_10",0.593711129907
"10154_10",0.637892432459
"10154_2",0.583113587741
"10155_1",0.443255883377
"10155_7",0.591770734862
"10156_3",0.517538185979
"10156_8",0.604806209264
"10157_1",0.438081496592
"10157_8",0.637643663864
"10158_2",0.543609134783
"10158_9",0.662719538285
"10159_4",0.567640181104
"10159_7",0.657893427534
"1015_4",0.626598338226
"1015_8",0.618388974576
"10160_3",0.544106671974
"10160_7",0.590327877009
"10161_1",0.536544106672
"10161_7",0.587044131549
"10162_10",0.63510622419
"10162_4",0.52679237773
"10163_4",0.596149062142
"10163_7",0.668043186228
"10164_4",0.562465794318
"10164_9",0.594407681974
"10165_2",0.554206676949
"10165_9",0.635205731628
"10166_4",0.631921986168
"10166_8",0.619284541519
"10167_4",0.548037215782
"10167_9",0.750634359918
"10168_4",0.510522911588
"10168_9",0.690730882133
"10169_3",0.549330812478
"10169_8",0.669436290363
"1016_3",0.571371710035
"1016_7",0.542862828996
